year;universityId;subjectAreaId;InstitutionalValue;InternationalValue;NationalValue;SingleAuthorshipValue
2013;AGH University of Science and Technology;Immunology and Microbiology;0.0;4.5;19.666666;0.0
2014;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;38.4;0.0
2015;AGH University of Science and Technology;Immunology and Microbiology;0.0;1.0;62.0;24.0
2016;AGH University of Science and Technology;Immunology and Microbiology;23.0;4.0;17.5;33.0
2017;AGH University of Science and Technology;Immunology and Microbiology;15.0;11.0;4.6666665;0.0
2018;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;12.75;6.5
2019;AGH University of Science and Technology;Immunology and Microbiology;0.0;1.0;15.4;0.0
2020;AGH University of Science and Technology;Immunology and Microbiology;0.0;30.5;8.75;0.0
2021;AGH University of Science and Technology;Immunology and Microbiology;0.0;8.0;5.0;0.0
2022;AGH University of Science and Technology;Immunology and Microbiology;2.0;4.0;1.4;0.0
2023;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0
2012;Białystok University of Technology;Immunology and Microbiology;None;None;None;None
2013;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;42.0;0.0
2014;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;26.0;0.0
2015;Białystok University of Technology;Immunology and Microbiology;0.0;70.0;2.0;0.0
2016;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;6.0;0.0
2017;Białystok University of Technology;Immunology and Microbiology;None;None;None;None
2018;Białystok University of Technology;Immunology and Microbiology;0.0;14.5;15.666667;0.0
2019;Białystok University of Technology;Immunology and Microbiology;5.0;21.0;12.333333;0.0
2020;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;7.2;0.0
2021;Białystok University of Technology;Immunology and Microbiology;0.0;5.0;1.0;0.0
2022;Białystok University of Technology;Immunology and Microbiology;0.0;2.0;1.0;3.0
2023;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0
2012;Cracow University of Technology;Immunology and Microbiology;None;None;None;None
2013;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;11.5;0.0
2014;Cracow University of Technology;Immunology and Microbiology;None;None;None;None
2015;Cracow University of Technology;Immunology and Microbiology;0.0;28.0;0.0;0.0
2016;Cracow University of Technology;Immunology and Microbiology;None;None;None;None
2017;Cracow University of Technology;Immunology and Microbiology;0.0;19.0;0.0;0.0
2018;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;13.0;0.0
2019;Cracow University of Technology;Immunology and Microbiology;None;None;None;None
2020;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;17.0;0.0
2021;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;9.0;0.0
2022;Cracow University of Technology;Immunology and Microbiology;0.0;4.0;0.0;0.0
2023;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0
2012;University of Białystok;Immunology and Microbiology;None;None;None;None
2013;University of Białystok;Immunology and Microbiology;26.5;25.666666;5.3333335;0.0
2014;University of Białystok;Immunology and Microbiology;32.0;37.333332;10.5;0.0
2015;University of Białystok;Immunology and Microbiology;0.0;39.5;20.0;0.0
2016;University of Białystok;Immunology and Microbiology;12.0;31.0;10.0;0.0
2017;University of Białystok;Immunology and Microbiology;7.3333335;119.5;27.5;0.0
2018;University of Białystok;Immunology and Microbiology;14.0;19.0;9.0;0.0
2019;University of Białystok;Immunology and Microbiology;0.0;24.0;8.4;0.0
2020;University of Białystok;Immunology and Microbiology;16.0;9.666667;6.571429;0.0
2021;University of Białystok;Immunology and Microbiology;2.6666667;9.0;14.75;0.0
2022;University of Białystok;Immunology and Microbiology;0.0;1.5;1.0;0.0
2023;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0
2012;Warsaw University of Technology;Immunology and Microbiology;22.0;9.75;1.0;0.0
2013;Warsaw University of Technology;Immunology and Microbiology;8.666667;0.0;21.0;0.0
2014;Warsaw University of Technology;Immunology and Microbiology;0.0;16.0;8.0;5.5
2015;Warsaw University of Technology;Immunology and Microbiology;48.0;28.0;7.5;0.0
2016;Warsaw University of Technology;Immunology and Microbiology;22.333334;19.0;22.333334;0.0
2017;Warsaw University of Technology;Immunology and Microbiology;5.0;47.4;13.333333;0.0
2018;Warsaw University of Technology;Immunology and Microbiology;35.0;13.0;7.6666665;0.0
2019;Warsaw University of Technology;Immunology and Microbiology;13.0;42.0;51.0;0.0
2020;Warsaw University of Technology;Immunology and Microbiology;0.0;14.75;10.666667;0.0
2021;Warsaw University of Technology;Immunology and Microbiology;2.0;7.6;2.6666667;0.0
2022;Warsaw University of Technology;Immunology and Microbiology;1.5;3.6;3.0;0.0
2023;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0
2012;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None
2013;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None
2014;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None
2015;Poznan University of Economics and Business;Immunology and Microbiology;49.0;30.0;29.333334;0.0
2016;Poznan University of Economics and Business;Immunology and Microbiology;0.0;0.0;23.0;0.0
2017;Poznan University of Economics and Business;Immunology and Microbiology;125.0;14.5;0.0;0.0
2018;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None
2019;Poznan University of Economics and Business;Immunology and Microbiology;14.0;22.0;28.666666;0.0
2020;Poznan University of Economics and Business;Immunology and Microbiology;0.0;41.25;19.0;0.0
2021;Poznan University of Economics and Business;Immunology and Microbiology;8.333333;0.0;0.0;0.0
2022;Poznan University of Economics and Business;Immunology and Microbiology;1.5;2.0;1.3333334;0.0
2023;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None
2012;AGH University of Science and Technology;Materials Science;8.56906;16.105692;10.4811325;9.547619
2013;AGH University of Science and Technology;Materials Science;9.695455;15.736434;10.8;12.836364
2014;AGH University of Science and Technology;Materials Science;8.71875;14.993289;19.308641;9.92
2015;AGH University of Science and Technology;Materials Science;6.466912;15.1470585;12.25;6.491228
2016;AGH University of Science and Technology;Materials Science;7.2841725;18.404371;9.3811655;5.3333335
2017;AGH University of Science and Technology;Materials Science;9.530517;16.445715;9.701923;3.5652175
2018;AGH University of Science and Technology;Materials Science;6.5240383;14.327868;7.8875;6.361702
2019;AGH University of Science and Technology;Materials Science;9.222222;12.914438;10.0161295;5.5384617
2020;AGH University of Science and Technology;Materials Science;6.06962;10.885715;8.225352;6.142857
2021;AGH University of Science and Technology;Materials Science;4.030303;7.6954317;4.714286;2.057143
2022;AGH University of Science and Technology;Materials Science;1.340136;2.7832513;1.4278075;0.7826087
2023;AGH University of Science and Technology;Materials Science;0.3181818;0.42424244;0.19736843;0.11111111
2012;Białystok University of Technology;Materials Science;5.875;23.4;16.461538;16.0
2013;Białystok University of Technology;Materials Science;6.6363635;6.75;9.777778;8.166667
2014;Białystok University of Technology;Materials Science;6.206897;10.5;10.066667;13.142858
2015;Białystok University of Technology;Materials Science;8.653846;7.571429;7.5;6.428571
2016;Białystok University of Technology;Materials Science;6.521739;8.904762;9.064516;5.6
2017;Białystok University of Technology;Materials Science;5.5384617;5.0588236;10.605263;4.0
2018;Białystok University of Technology;Materials Science;5.2580647;3.5;6.3333335;11.538462
2019;Białystok University of Technology;Materials Science;4.6666665;20.73913;8.21875;4.2608695
2020;Białystok University of Technology;Materials Science;4.9459457;15.225;6.840909;3.5714285
2021;Białystok University of Technology;Materials Science;5.107143;8.885715;5.483871;3.125
2022;Białystok University of Technology;Materials Science;1.6;4.825;1.755102;2.1818182
2023;Białystok University of Technology;Materials Science;0.083333336;1.6875;0.2;0.25
2012;Cracow University of Technology;Materials Science;23.627907;32.214287;13.551724;5.111111
2013;Cracow University of Technology;Materials Science;10.095238;26.166666;11.521739;2.1111112
2014;Cracow University of Technology;Materials Science;9.653846;12.4;52.54286;15.818182
2015;Cracow University of Technology;Materials Science;8.3;17.84375;10.470589;4.5384617
2016;Cracow University of Technology;Materials Science;14.5625;19.428572;7.3513513;5.413793
2017;Cracow University of Technology;Materials Science;8.705882;52.807693;10.207547;5.607143
2018;Cracow University of Technology;Materials Science;5.6826925;23.195122;6.7466664;3.0535715
2019;Cracow University of Technology;Materials Science;5.980198;9.705882;7.5405407;1.7904762
2020;Cracow University of Technology;Materials Science;9.472973;11.625;11.229885;6.5185184
2021;Cracow University of Technology;Materials Science;5.1527777;13.252748;7.138889;5.0
2022;Cracow University of Technology;Materials Science;2.0625;5.7102804;2.0;0.9
2023;Cracow University of Technology;Materials Science;0.16666667;0.6;0.10714286;0.44444445
2012;University of Białystok;Materials Science;13.714286;19.7;4.0;16.5
2013;University of Białystok;Materials Science;7.7777777;21.4;7.8333335;0.0
2014;University of Białystok;Materials Science;12.0;10.5;8.714286;5.5
2015;University of Białystok;Materials Science;7.4545455;17.238094;9.25;2.0
2016;University of Białystok;Materials Science;2.0;21.695652;12.666667;9.0
2017;University of Białystok;Materials Science;30.5;7.923077;18.5;3.0
2018;University of Białystok;Materials Science;10.571428;15.157895;18.2;3.0
2019;University of Białystok;Materials Science;1.5;12.0;5.5;2.0
2020;University of Białystok;Materials Science;8.333333;9.904762;8.333333;10.0
2021;University of Białystok;Materials Science;3.0;5.0;7.0;0.0
2022;University of Białystok;Materials Science;1.25;1.25;1.5263158;0.0
2023;University of Białystok;Materials Science;0.0;0.11111111;0.0;0.0
2012;Warsaw University of Technology;Materials Science;13.80597;25.820755;12.693334;5.735849
2013;Warsaw University of Technology;Materials Science;9.554054;24.244604;12.230159;3.1
2014;Warsaw University of Technology;Materials Science;7.2684565;33.65101;12.811594;5.65
2015;Warsaw University of Technology;Materials Science;10.994565;20.920904;11.385057;1.9545455
2016;Warsaw University of Technology;Materials Science;6.8697677;21.13924;14.173913;4.52459
2017;Warsaw University of Technology;Materials Science;7.5;16.751295;10.625571;3.1041667
2018;Warsaw University of Technology;Materials Science;4.774319;13.494737;7.9417477;3.7333333
2019;Warsaw University of Technology;Materials Science;6.0945272;17.222221;8.633802;2.686567
2020;Warsaw University of Technology;Materials Science;6.185185;13.193069;7.321608;3.7105262
2021;Warsaw University of Technology;Materials Science;3.1285715;7.1043954;4.1969113;3.3939395
2022;Warsaw University of Technology;Materials Science;1.364486;3.6734693;1.8666667;1.2333333
2023;Warsaw University of Technology;Materials Science;0.2972973;0.16176471;0.22619048;0.2
2012;Poznan University of Economics and Business;Materials Science;0.0;79.0;123.0;0.0
2013;Poznan University of Economics and Business;Materials Science;17.0;14.5;5.0;0.0
2014;Poznan University of Economics and Business;Materials Science;0.5;0.0;26.0;0.0
2015;Poznan University of Economics and Business;Materials Science;15.0;0.0;21.5;0.0
2016;Poznan University of Economics and Business;Materials Science;0.0;22.0;0.0;21.0
2017;Poznan University of Economics and Business;Materials Science;0.0;48.0;17.5;0.0
2018;Poznan University of Economics and Business;Materials Science;30.333334;0.0;3.25;25.0
2019;Poznan University of Economics and Business;Materials Science;0.0;2.5;12.333333;0.0
2020;Poznan University of Economics and Business;Materials Science;5.0;2.8;18.5;1.0
2021;Poznan University of Economics and Business;Materials Science;4.0;3.25;6.4666667;1.0
2022;Poznan University of Economics and Business;Materials Science;1.5;0.0;3.3;0.0
2023;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.5;0.0
2012;AGH University of Science and Technology;Mathematics;6.8969073;10.478261;7.4888887;7.605263
2013;AGH University of Science and Technology;Mathematics;6.5396824;10.57647;9.052631;7.4864864
2014;AGH University of Science and Technology;Mathematics;6.6588235;14.0;12.039474;8.957447
2015;AGH University of Science and Technology;Mathematics;7.5555553;10.5274725;10.868853;8.326923
2016;AGH University of Science and Technology;Mathematics;5.568;11.130435;6.6;5.0983605
2017;AGH University of Science and Technology;Mathematics;6.509804;10.097744;4.707317;4.8923078
2018;AGH University of Science and Technology;Mathematics;5.2213116;11.783334;7.1525426;2.2361112
2019;AGH University of Science and Technology;Mathematics;4.8416667;12.114504;3.9152544;5.58
2020;AGH University of Science and Technology;Mathematics;3.9352517;10.775862;8.636364;3.3333333
2021;AGH University of Science and Technology;Mathematics;2.7875648;4.6123595;4.535211;3.1066666
2022;AGH University of Science and Technology;Mathematics;1.3941176;2.4623115;1.7368422;1.3658537
2023;AGH University of Science and Technology;Mathematics;0.11111111;1.0243902;0.1388889;0.11764706
2012;Białystok University of Technology;Mathematics;5.818182;38.52174;3.2;11.375
2013;Białystok University of Technology;Mathematics;9.12;12.210526;6.714286;12.380953
2014;Białystok University of Technology;Mathematics;3.9444444;12.928572;3.3846154;9.074074
2015;Białystok University of Technology;Mathematics;7.8139534;7.0;4.090909;6.392857
2016;Białystok University of Technology;Mathematics;4.568182;10.068966;9.85;7.0
2017;Białystok University of Technology;Mathematics;6.3783784;4.6875;2.65;5.3255816
2018;Białystok University of Technology;Mathematics;4.9512196;10.363636;1.5909091;3.3658535
2019;Białystok University of Technology;Mathematics;5.0;14.12;8.7;5.125
2020;Białystok University of Technology;Mathematics;3.5681818;11.148149;6.6;4.32
2021;Białystok University of Technology;Mathematics;3.857143;8.535714;5.870968;1.4090909
2022;Białystok University of Technology;Mathematics;1.6774193;3.121951;1.5142857;0.8181818
2023;Białystok University of Technology;Mathematics;0.4;1.3571428;0.71428573;0.16666667
2012;Cracow University of Technology;Mathematics;9.866667;12.375;7.923077;7.076923
2013;Cracow University of Technology;Mathematics;3.3;19.166666;8.333333;3.5652175
2014;Cracow University of Technology;Mathematics;7.125;17.6;19.777779;2.0
2015;Cracow University of Technology;Mathematics;4.793103;11.363636;19.5;5.8421054
2016;Cracow University of Technology;Mathematics;11.333333;24.9375;10.461538;3.5945945
2017;Cracow University of Technology;Mathematics;7.75;7.607143;8.947369;3.4285715
2018;Cracow University of Technology;Mathematics;7.6666665;9.970589;11.666667;7.1153846
2019;Cracow University of Technology;Mathematics;6.894737;8.175;5.962963;2.1333334
2020;Cracow University of Technology;Mathematics;7.59375;12.0;12.692307;3.375
2021;Cracow University of Technology;Mathematics;3.195122;7.56;5.714286;2.516129
2022;Cracow University of Technology;Mathematics;2.2121212;2.3;1.4583334;0.9285714
2023;Cracow University of Technology;Mathematics;0.44444445;0.52;0.5;0.0
2012;University of Białystok;Mathematics;4.0;2.3333333;1.1428572;4.0
2013;University of Białystok;Mathematics;4.3333335;6.0;1.4285715;5.75
2014;University of Białystok;Mathematics;2.909091;7.0666666;4.5882354;4.318182
2015;University of Białystok;Mathematics;4.0;11.818182;12.6;2.8095238
2016;University of Białystok;Mathematics;5.5833335;8.9375;10.727273;7.357143
2017;University of Białystok;Mathematics;3.5714285;4.7272725;4.1;3.142857
2018;University of Białystok;Mathematics;4.0;4.4;5.0833335;2.0
2019;University of Białystok;Mathematics;1.1578947;2.0;4.0833335;2.125
2020;University of Białystok;Mathematics;2.25;2.3125;5.428571;1.625
2021;University of Białystok;Mathematics;1.1578947;3.0;3.0555556;0.5555556
2022;University of Białystok;Mathematics;0.5;0.72727275;1.2;0.2857143
2023;University of Białystok;Mathematics;0.0;1.0;0.5;0.0
2012;Warsaw University of Technology;Mathematics;8.030303;6.9104476;4.952941;6.7222223
2013;Warsaw University of Technology;Mathematics;6.0851064;11.807693;7.103896;7.781609
2014;Warsaw University of Technology;Mathematics;4.9495797;17.5;6.357895;4.5657897
2015;Warsaw University of Technology;Mathematics;6.0471697;11.597826;4.806818;4.278481
2016;Warsaw University of Technology;Mathematics;3.9415205;12.592233;5.5826087;3.7594936
2017;Warsaw University of Technology;Mathematics;4.0775194;11.624161;5.5416665;4.5070424
2018;Warsaw University of Technology;Mathematics;2.3986013;8.59;4.5783134;6.2982454
2019;Warsaw University of Technology;Mathematics;4.086614;5.2030077;5.323232;2.4230769
2020;Warsaw University of Technology;Mathematics;4.9693875;4.3931623;3.8068182;3.0273972
2021;Warsaw University of Technology;Mathematics;2.858407;3.1166666;4.1130953;1.8727273
2022;Warsaw University of Technology;Mathematics;1.2545455;2.310345;1.7165354;0.60784316
2023;Warsaw University of Technology;Mathematics;0.2;0.2195122;0.22580644;1.6
2012;Poznan University of Economics and Business;Mathematics;2.0;9.6;4.0;6.3333335
2013;Poznan University of Economics and Business;Mathematics;10.4;0.0;4.0;5.3076925
2014;Poznan University of Economics and Business;Mathematics;6.6666665;1.0;4.5;21.75
2015;Poznan University of Economics and Business;Mathematics;9.0;4.5;4.3333335;4.2222223
2016;Poznan University of Economics and Business;Mathematics;19.0;1.8571428;0.0;4.6
2017;Poznan University of Economics and Business;Mathematics;17.0;5.857143;3.6666667;1.9411764
2018;Poznan University of Economics and Business;Mathematics;2.6;3.5714285;3.2857144;71.0
2019;Poznan University of Economics and Business;Mathematics;10.727273;2.6666667;6.5;2.8461537
2020;Poznan University of Economics and Business;Mathematics;2.0;1.4;8.5;0.5
2021;Poznan University of Economics and Business;Mathematics;1.6666666;4.8333335;4.84;0.6666667
2022;Poznan University of Economics and Business;Mathematics;4.875;1.4615384;1.875;0.14285715
2023;Poznan University of Economics and Business;Mathematics;0.0;0.0;0.0;1.0
2012;AGH University of Science and Technology;Medicine;2.9166667;18.666666;5.7391305;4.6666665
2013;AGH University of Science and Technology;Medicine;5.076923;16.933332;12.333333;3.142857
2014;AGH University of Science and Technology;Medicine;42.9;23.272728;31.357143;8.0
2015;AGH University of Science and Technology;Medicine;5.076923;21.428572;6.888889;9.272727
2016;AGH University of Science and Technology;Medicine;5.88;10.85;13.0;16.666666
2017;AGH University of Science and Technology;Medicine;4.3;22.294117;11.214286;5.428571
2018;AGH University of Science and Technology;Medicine;1.4285715;9.88;8.24;0.5
2019;AGH University of Science and Technology;Medicine;9.0;21.733334;9.904762;8.428572
2020;AGH University of Science and Technology;Medicine;32.8;15.428572;7.6363635;8.0
2021;AGH University of Science and Technology;Medicine;4.8;7.787879;3.1363637;0.0
2022;AGH University of Science and Technology;Medicine;1.7;2.152174;1.8571428;6.0
2023;AGH University of Science and Technology;Medicine;9.5;0.26666668;0.30769232;0.0
2012;Białystok University of Technology;Medicine;0.0;13.0;26.0;0.0
2013;Białystok University of Technology;Medicine;1.0;35.0;6.0;1.0
2014;Białystok University of Technology;Medicine;0.0;31.0;22.0;0.0
2015;Białystok University of Technology;Medicine;4.0;38.0;12.6;0.0
2016;Białystok University of Technology;Medicine;11.0;5.0;27.571428;1.0
2017;Białystok University of Technology;Medicine;5.0;15.8;8.142858;4.5
2018;Białystok University of Technology;Medicine;11.714286;9.5;6.2352943;2.5833333
2019;Białystok University of Technology;Medicine;3.5;9.333333;12.454545;0.0
2020;Białystok University of Technology;Medicine;6.5;9.857142;8.181818;4.0
2021;Białystok University of Technology;Medicine;1.5;6.5555553;10.0;0.0
2022;Białystok University of Technology;Medicine;1.0;2.25;1.5;3.0
2023;Białystok University of Technology;Medicine;1.0;0.25;1.0;0.0
2012;Cracow University of Technology;Medicine;1.0;9.0;23.0;0.0
2013;Cracow University of Technology;Medicine;0.0;0.0;10.0;0.0
2014;Cracow University of Technology;Medicine;8.333333;51.0;5.3333335;0.0
2015;Cracow University of Technology;Medicine;11.0;20.0;7.6;0.0
2016;Cracow University of Technology;Medicine;4.0;45.0;3.5;0.0
2017;Cracow University of Technology;Medicine;4.0;14.666667;15.666667;21.0
2018;Cracow University of Technology;Medicine;19.0;136.25;8.0;0.0
2019;Cracow University of Technology;Medicine;33.0;53.5;3.6;0.0
2020;Cracow University of Technology;Medicine;0.0;0.0;6.285714;0.0
2021;Cracow University of Technology;Medicine;0.0;6.0;5.5555553;0.0
2022;Cracow University of Technology;Medicine;2.6666667;6.0;0.0;2.5
2023;Cracow University of Technology;Medicine;0.0;0.5;0.0;0.0
2012;University of Białystok;Medicine;5.3333335;5.0;42.4;3.0
2013;University of Białystok;Medicine;4.3333335;57.25;8.833333;0.0
2014;University of Białystok;Medicine;15.0;45.0;18.6;0.0
2015;University of Białystok;Medicine;0.0;30.0;3.0;0.0
2016;University of Białystok;Medicine;8.0;20.5;16.4;3.5
2017;University of Białystok;Medicine;1.0;67.0;15.714286;0.0
2018;University of Białystok;Medicine;1.0;48.5;6.866667;0.0
2019;University of Białystok;Medicine;5.5;14.75;7.0666666;0.0
2020;University of Białystok;Medicine;0.0;4.3333335;5.590909;3.0
2021;University of Białystok;Medicine;0.0;7.769231;5.3333335;1.0
2022;University of Białystok;Medicine;0.25;4.5882354;0.6111111;0.0
2023;University of Białystok;Medicine;0.0;0.6666667;0.33333334;0.0
2012;Warsaw University of Technology;Medicine;11.0;38.3125;13.95;0.0
2013;Warsaw University of Technology;Medicine;18.333334;24.227272;9.7;5.5
2014;Warsaw University of Technology;Medicine;7.3333335;81.888885;5.9117646;1.0
2015;Warsaw University of Technology;Medicine;7.571429;23.56;16.928572;7.0
2016;Warsaw University of Technology;Medicine;12.545455;22.423077;8.730769;10.0
2017;Warsaw University of Technology;Medicine;3.5555556;35.85294;7.6764708;24.0
2018;Warsaw University of Technology;Medicine;8.875;26.333334;8.918919;4.0
2019;Warsaw University of Technology;Medicine;4.5555553;16.0625;9.138889;3.0
2020;Warsaw University of Technology;Medicine;2.1111112;10.755102;4.3076925;1.0
2021;Warsaw University of Technology;Medicine;4.6153846;7.1833334;4.377049;0.0
2022;Warsaw University of Technology;Medicine;1.6923077;2.290909;1.9534883;0.0
2023;Warsaw University of Technology;Medicine;0.0;0.04761905;0.06666667;0.0
2012;Poznan University of Economics and Business;Medicine;None;None;None;None
2013;Poznan University of Economics and Business;Medicine;0.0;0.0;9.0;0.0
2014;Poznan University of Economics and Business;Medicine;None;None;None;None
2015;Poznan University of Economics and Business;Medicine;44.0;3.0;7.0;0.0
2016;Poznan University of Economics and Business;Medicine;0.0;0.0;16.5;0.0
2017;Poznan University of Economics and Business;Medicine;5.5;31.0;3.0;82.0
2018;Poznan University of Economics and Business;Medicine;1.0;17.0;0.0;0.0
2019;Poznan University of Economics and Business;Medicine;None;None;None;None
2020;Poznan University of Economics and Business;Medicine;0.0;27.5;9.6;6.0
2021;Poznan University of Economics and Business;Medicine;9.666667;3.0;4.4;3.5
2022;Poznan University of Economics and Business;Medicine;2.0;4.0;1.3333334;0.0
2023;Poznan University of Economics and Business;Medicine;0.0;0.0;0.0;0.0
2012;AGH University of Science and Technology;Neuroscience;0.0;12.666667;14.5;6.0
2013;AGH University of Science and Technology;Neuroscience;10.0;18.75;38.0;29.0
2014;AGH University of Science and Technology;Neuroscience;84.0;59.0;27.0;28.0
2015;AGH University of Science and Technology;Neuroscience;15.0;18.0;34.833332;3.5
2016;AGH University of Science and Technology;Neuroscience;15.0;57.333332;36.5;2.0
2017;AGH University of Science and Technology;Neuroscience;8.0;25.666666;18.0;0.0
2018;AGH University of Science and Technology;Neuroscience;3.0;16.0;23.0;0.0
2019;AGH University of Science and Technology;Neuroscience;46.0;35.666668;8.8;3.5
2020;AGH University of Science and Technology;Neuroscience;1.0;13.0;3.5;0.0
2021;AGH University of Science and Technology;Neuroscience;1.0;10.25;1.0;0.0
2022;AGH University of Science and Technology;Neuroscience;0.0;0.0;1.25;0.0
2023;AGH University of Science and Technology;Neuroscience;0.0;0.0;0.0;0.0
2012;Białystok University of Technology;Neuroscience;0.0;8.0;0.0;0.0
2013;Białystok University of Technology;Neuroscience;0.0;28.0;41.0;0.0
2014;Białystok University of Technology;Neuroscience;0.0;59.0;0.0;0.0
2015;Białystok University of Technology;Neuroscience;0.0;11.0;0.0;0.0
2016;Białystok University of Technology;Neuroscience;13.0;0.0;8.0;0.0
2017;Białystok University of Technology;Neuroscience;0.0;9.5;0.0;0.0
2018;Białystok University of Technology;Neuroscience;None;None;None;None
2019;Białystok University of Technology;Neuroscience;0.0;2.0;3.0;0.0
2020;Białystok University of Technology;Neuroscience;0.0;9.0;0.0;0.0
2021;Białystok University of Technology;Neuroscience;None;None;None;None
2022;Białystok University of Technology;Neuroscience;0.0;0.33333334;1.6666666;0.0
2023;Białystok University of Technology;Neuroscience;None;None;None;None
2012;Cracow University of Technology;Neuroscience;None;None;None;None
2013;Cracow University of Technology;Neuroscience;None;None;None;None
2014;Cracow University of Technology;Neuroscience;0.0;0.0;0.0;27.0
2015;Cracow University of Technology;Neuroscience;None;None;None;None
2016;Cracow University of Technology;Neuroscience;0.0;0.0;0.0;0.0
2017;Cracow University of Technology;Neuroscience;None;None;None;None
2018;Cracow University of Technology;Neuroscience;None;None;None;None
2019;Cracow University of Technology;Neuroscience;0.0;82.0;0.0;0.0
2020;Cracow University of Technology;Neuroscience;0.0;0.0;0.0;14.0
2021;Cracow University of Technology;Neuroscience;None;None;None;None
2022;Cracow University of Technology;Neuroscience;None;None;None;None
2023;Cracow University of Technology;Neuroscience;None;None;None;None
2012;University of Białystok;Neuroscience;None;None;None;None
2013;University of Białystok;Neuroscience;0.0;0.0;5.0;0.0
2014;University of Białystok;Neuroscience;0.0;0.0;9.0;0.0
2015;University of Białystok;Neuroscience;0.0;34.5;0.0;0.0
2016;University of Białystok;Neuroscience;14.0;0.0;0.0;0.0
2017;University of Białystok;Neuroscience;3.0;27.0;14.0;0.0
2018;University of Białystok;Neuroscience;0.0;0.0;25.5;0.0
2019;University of Białystok;Neuroscience;8.0;0.0;0.0;0.0
2020;University of Białystok;Neuroscience;0.0;0.0;12.0;1.0
2021;University of Białystok;Neuroscience;0.0;5.0;6.0;0.0
2022;University of Białystok;Neuroscience;0.0;1.0;0.6666667;0.0
2023;University of Białystok;Neuroscience;0.0;0.0;0.0;0.0
2012;Warsaw University of Technology;Neuroscience;3.0;33.333332;13.4;4.0
2013;Warsaw University of Technology;Neuroscience;0.0;46.8;18.0;0.0
2014;Warsaw University of Technology;Neuroscience;10.0;23.0;0.0;11.5
2015;Warsaw University of Technology;Neuroscience;0.0;25.857143;13.25;0.0
2016;Warsaw University of Technology;Neuroscience;0.0;24.5;15.0;22.0
2017;Warsaw University of Technology;Neuroscience;0.0;25.75;3.8;4.0
2018;Warsaw University of Technology;Neuroscience;4.0;8.0;12.571428;3.0
2019;Warsaw University of Technology;Neuroscience;0.0;11.0;10.5;2.0
2020;Warsaw University of Technology;Neuroscience;12.5;10.3;5.5;0.0
2021;Warsaw University of Technology;Neuroscience;0.0;20.0;2.3333333;2.0
2022;Warsaw University of Technology;Neuroscience;2.0;1.0;2.0;0.0
2023;Warsaw University of Technology;Neuroscience;0.0;0.0;0.0;0.0
2012;Poznan University of Economics and Business;Neuroscience;None;None;None;None
2013;Poznan University of Economics and Business;Neuroscience;None;None;None;None
2014;Poznan University of Economics and Business;Neuroscience;None;None;None;None
2015;Poznan University of Economics and Business;Neuroscience;None;None;None;None
2016;Poznan University of Economics and Business;Neuroscience;None;None;None;None
2017;Poznan University of Economics and Business;Neuroscience;None;None;None;None
2018;Poznan University of Economics and Business;Neuroscience;11.0;0.0;0.0;0.0
2019;Poznan University of Economics and Business;Neuroscience;2.0;7.0;0.0;0.0
2020;Poznan University of Economics and Business;Neuroscience;0.0;12.0;12.0;0.0
2021;Poznan University of Economics and Business;Neuroscience;None;None;None;None
2022;Poznan University of Economics and Business;Neuroscience;None;None;None;None
2023;Poznan University of Economics and Business;Neuroscience;None;None;None;None
2012;AGH University of Science and Technology;Nursing;0.0;0.0;30.0;0.0
2013;AGH University of Science and Technology;Nursing;0.0;47.0;6.0;0.0
2014;AGH University of Science and Technology;Nursing;870.0;0.0;0.0;0.0
2015;AGH University of Science and Technology;Nursing;None;None;None;None
2016;AGH University of Science and Technology;Nursing;None;None;None;None
2017;AGH University of Science and Technology;Nursing;None;None;None;None
2018;AGH University of Science and Technology;Nursing;None;None;None;None
2019;AGH University of Science and Technology;Nursing;0.0;0.0;24.0;0.0
2020;AGH University of Science and Technology;Nursing;None;None;None;None
2021;AGH University of Science and Technology;Nursing;8.0;25.0;0.0;0.0
2022;AGH University of Science and Technology;Nursing;0.0;0.0;7.5;0.0
2023;AGH University of Science and Technology;Nursing;0.0;0.0;0.0;0.0
