year;universityId;subjectAreaId;InstitutionalValue;InternationalValue;NationalValue;SingleAuthorshipValue;InstitutionalPercentageValue;InternationalPercentageValue;NationalPercentageValue;SingleAuthorshipPercentageValue
2022;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;7.0;14.0;21.0;3.0;15.555556;31.111113;46.666668;6.666667
2023;Białystok University of Technology;Biochemistry, Genetics and Molecular Biology;4.0;3.0;9.0;2.0;22.222223;16.666668;50.0;11.111112
2012;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;7.0;5.0;5.0;2.0;36.842106;26.31579;26.31579;10.526316
2013;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;14.0;5.0;9.0;11.0;35.897438;12.820514;23.076923;28.20513
2014;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;7.0;6.0;11.0;2.0;26.923079;23.076923;42.307693;7.692308
2015;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;3.0;5.0;13.0;2.0;13.043478;21.73913;56.521736;8.695652
2016;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;6.0;3.0;7.0;0.0;37.5;18.75;43.75;0.0
2017;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;11.0;7.0;13.0;4.0;31.428572;20.0;37.142857;11.428572
2018;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;4.0;6.0;10.0;5.0;16.0;24.0;40.0;20.0
2019;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;6.0;11.0;21.0;1.0;15.384616;28.20513;53.846157;2.5641026
2020;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;9.0;15.0;24.0;5.0;16.981133;28.301886;45.28302;9.433963
2021;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;14.0;15.0;33.0;4.0;21.212122;22.727274;50.0;6.060606
2022;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;10.0;23.0;20.0;2.0;18.181818;41.81818;36.363636;3.6363635
2023;Cracow University of Technology;Biochemistry, Genetics and Molecular Biology;2.0;8.0;22.0;1.0;6.060606;24.242424;66.66667;3.030303
2012;University of Białystok;Biochemistry, Genetics and Molecular Biology;8.0;8.0;11.0;0.0;29.62963;29.62963;40.74074;0.0
2013;University of Białystok;Biochemistry, Genetics and Molecular Biology;10.0;23.0;16.0;1.0;20.0;46.0;32.0;2.0
2014;University of Białystok;Biochemistry, Genetics and Molecular Biology;8.0;12.0;10.0;2.0;25.0;37.5;31.25;6.25
2015;University of Białystok;Biochemistry, Genetics and Molecular Biology;14.0;13.0;16.0;0.0;32.55814;30.232557;37.2093;0.0
2016;University of Białystok;Biochemistry, Genetics and Molecular Biology;5.0;7.0;15.0;1.0;17.857143;25.0;53.571426;3.5714288
2017;University of Białystok;Biochemistry, Genetics and Molecular Biology;8.0;9.0;16.0;0.0;24.242424;27.272728;48.484848;0.0
2018;University of Białystok;Biochemistry, Genetics and Molecular Biology;8.0;9.0;12.0;0.0;27.586206;31.034481;41.37931;0.0
2019;University of Białystok;Biochemistry, Genetics and Molecular Biology;20.0;19.0;22.0;3.0;31.25;29.6875;34.375;4.6875
2020;University of Białystok;Biochemistry, Genetics and Molecular Biology;4.0;20.0;23.0;1.0;8.333334;41.666664;47.916664;2.0833335
2021;University of Białystok;Biochemistry, Genetics and Molecular Biology;14.0;16.0;30.0;1.0;22.950819;26.229507;49.18033;1.6393442
2022;University of Białystok;Biochemistry, Genetics and Molecular Biology;7.0;21.0;27.0;0.0;12.727272;38.181816;49.09091;0.0
2023;University of Białystok;Biochemistry, Genetics and Molecular Biology;3.0;5.0;14.0;1.0;13.043478;21.73913;60.869564;4.347826
2012;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;17.0;20.0;21.0;0.0;29.310345;34.482758;36.206894;0.0
2013;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;11.0;25.0;26.0;3.0;16.923077;38.46154;40.0;4.6153846
2014;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;16.0;27.0;29.0;4.0;21.052631;35.526314;38.157894;5.263158
2015;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;12.0;30.0;43.0;2.0;13.793103;34.482758;49.425285;2.2988505
2016;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;15.0;22.0;33.0;3.0;20.547945;30.136988;45.20548;4.109589
2017;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;17.0;46.0;45.0;2.0;15.454546;41.81818;40.909092;1.8181818
2018;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;22.0;33.0;44.0;3.0;21.568628;32.352943;43.137257;2.9411764
2019;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;26.0;50.0;50.0;3.0;20.155039;38.75969;38.75969;2.3255813
2020;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;42.0;64.0;66.0;7.0;23.463688;35.75419;36.87151;3.9106145
2021;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;42.0;72.0;91.0;7.0;19.811321;33.962265;42.92453;3.3018868
2022;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;51.0;82.0;77.0;12.0;22.972973;36.936935;34.684685;5.4054055
2023;Warsaw University of Technology;Biochemistry, Genetics and Molecular Biology;10.0;32.0;29.0;1.0;13.888889;44.444447;40.27778;1.388889
2012;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2013;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;1.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
2014;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;3.0;0.0;1.0;0.0;75.0;0.0;25.0;0.0
2015;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;3.0;2.0;2.0;0.0;42.857143;28.57143;28.57143;0.0
2016;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;0.0;0.0;3.0;0.0;0.0;0.0;100.0;0.0
2017;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;1.0;1.0;0.0;1.0;33.333336;33.333336;0.0;33.333336
2018;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;1.0;2.0;1.0;0.0;25.0;50.0;25.0;0.0
2019;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;1.0;4.0;7.0;0.0;8.333334;33.333336;58.333332;0.0
2020;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;2.0;5.0;6.0;1.0;14.285715;35.714287;42.857143;7.1428576
2021;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;3.0;1.0;6.0;0.0;30.000002;10.0;60.000004;0.0
2022;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;3.0;4.0;5.0;0.0;25.0;33.333336;41.666664;0.0
2023;Poznan University of Economics and Business;Biochemistry, Genetics and Molecular Biology;0.0;1.0;1.0;0.0;0.0;50.0;50.0;0.0
2012;AGH University of Science and Technology;Business, Management and Accounting;5.0;0.0;3.0;3.0;45.454548;0.0;27.272728;27.272728
2013;AGH University of Science and Technology;Business, Management and Accounting;1.0;7.0;1.0;11.0;5.0;35.0;5.0;55.0
2014;AGH University of Science and Technology;Business, Management and Accounting;14.0;1.0;6.0;3.0;58.333332;4.166667;25.0;12.5
2015;AGH University of Science and Technology;Business, Management and Accounting;5.0;2.0;5.0;4.0;31.25;12.5;31.25;25.0
2016;AGH University of Science and Technology;Business, Management and Accounting;3.0;2.0;6.0;9.0;15.000001;10.0;30.000002;45.0
2017;AGH University of Science and Technology;Business, Management and Accounting;4.0;13.0;9.0;2.0;14.285715;46.42857;32.142857;7.1428576
2018;AGH University of Science and Technology;Business, Management and Accounting;5.0;5.0;11.0;19.0;12.5;12.5;27.5;47.5
2019;AGH University of Science and Technology;Business, Management and Accounting;4.0;6.0;8.0;9.0;14.814815;22.222223;29.62963;33.333336
2020;AGH University of Science and Technology;Business, Management and Accounting;3.0;10.0;9.0;25.0;6.382979;21.276596;19.148937;53.19149
2021;AGH University of Science and Technology;Business, Management and Accounting;14.0;8.0;17.0;3.0;33.333336;19.047619;40.476192;7.1428576
2022;AGH University of Science and Technology;Business, Management and Accounting;9.0;25.0;14.0;7.0;16.363636;45.454548;25.454544;12.727272
2023;AGH University of Science and Technology;Business, Management and Accounting;6.0;7.0;3.0;1.0;35.294117;41.17647;17.647058;5.882353
2012;Białystok University of Technology;Business, Management and Accounting;1.0;4.0;0.0;3.0;12.5;50.0;0.0;37.5
2013;Białystok University of Technology;Business, Management and Accounting;2.0;1.0;1.0;2.0;33.333336;16.666668;16.666668;33.333336
2014;Białystok University of Technology;Business, Management and Accounting;0.0;2.0;0.0;2.0;0.0;50.0;0.0;50.0
2015;Białystok University of Technology;Business, Management and Accounting;1.0;7.0;5.0;4.0;5.882353;41.17647;29.411766;23.529411
2016;Białystok University of Technology;Business, Management and Accounting;7.0;7.0;2.0;16.0;21.875;21.875;6.25;50.0
2017;Białystok University of Technology;Business, Management and Accounting;7.0;7.0;5.0;23.0;16.666668;16.666668;11.904762;54.761906
2018;Białystok University of Technology;Business, Management and Accounting;2.0;15.0;6.0;10.0;6.060606;45.454548;18.181818;30.303032
2019;Białystok University of Technology;Business, Management and Accounting;3.0;9.0;2.0;14.0;10.714286;32.142857;7.1428576;50.0
2020;Białystok University of Technology;Business, Management and Accounting;12.0;5.0;7.0;19.0;27.906979;11.627908;16.27907;44.186047
2021;Białystok University of Technology;Business, Management and Accounting;8.0;5.0;9.0;9.0;25.80645;16.129032;29.032257;29.032257
2022;Białystok University of Technology;Business, Management and Accounting;7.0;8.0;4.0;10.0;24.13793;27.586206;13.793103;34.482758
2023;Białystok University of Technology;Business, Management and Accounting;0.0;2.0;0.0;0.0;0.0;100.0;0.0;0.0
2012;Cracow University of Technology;Business, Management and Accounting;1.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
2013;Cracow University of Technology;Business, Management and Accounting;0.0;1.0;1.0;3.0;0.0;20.0;20.0;60.000004
2014;Cracow University of Technology;Business, Management and Accounting;0.0;1.0;0.0;2.0;0.0;33.333336;0.0;66.66667
2015;Cracow University of Technology;Business, Management and Accounting;2.0;2.0;3.0;1.0;25.0;25.0;37.5;12.5
2016;Cracow University of Technology;Business, Management and Accounting;5.0;2.0;4.0;4.0;33.333336;13.333334;26.666668;26.666668
2017;Cracow University of Technology;Business, Management and Accounting;7.0;2.0;1.0;1.0;63.636364;18.181818;9.090909;9.090909
2018;Cracow University of Technology;Business, Management and Accounting;3.0;2.0;5.0;1.0;27.272728;18.181818;45.454548;9.090909
2019;Cracow University of Technology;Business, Management and Accounting;3.0;5.0;8.0;2.0;16.666668;27.777779;44.444447;11.111112
2020;Cracow University of Technology;Business, Management and Accounting;2.0;5.0;3.0;0.0;20.0;50.0;30.000002;0.0
2021;Cracow University of Technology;Business, Management and Accounting;7.0;6.0;8.0;0.0;33.333336;28.57143;38.095238;0.0
2022;Cracow University of Technology;Business, Management and Accounting;7.0;9.0;5.0;2.0;30.434782;39.130436;21.73913;8.695652
2023;Cracow University of Technology;Business, Management and Accounting;1.0;7.0;3.0;0.0;9.090909;63.636364;27.272728;0.0
2012;University of Białystok;Business, Management and Accounting;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2013;University of Białystok;Business, Management and Accounting;1.0;0.0;1.0;1.0;33.333336;0.0;33.333336;33.333336
2014;University of Białystok;Business, Management and Accounting;0.0;0.0;2.0;1.0;0.0;0.0;66.66667;33.333336
2015;University of Białystok;Business, Management and Accounting;1.0;1.0;2.0;1.0;20.0;20.0;40.0;20.0
2016;University of Białystok;Business, Management and Accounting;2.0;0.0;2.0;3.0;28.57143;0.0;28.57143;42.857143
2017;University of Białystok;Business, Management and Accounting;0.0;2.0;4.0;2.0;0.0;25.0;50.0;25.0
2018;University of Białystok;Business, Management and Accounting;2.0;2.0;2.0;1.0;28.57143;28.57143;28.57143;14.285715
2019;University of Białystok;Business, Management and Accounting;0.0;1.0;4.0;1.0;0.0;16.666668;66.66667;16.666668
2020;University of Białystok;Business, Management and Accounting;1.0;0.0;1.0;6.0;12.5;0.0;12.5;75.0
2021;University of Białystok;Business, Management and Accounting;1.0;0.0;5.0;1.0;14.285715;0.0;71.42857;14.285715
2022;University of Białystok;Business, Management and Accounting;0.0;0.0;1.0;1.0;0.0;0.0;50.0;50.0
2023;University of Białystok;Business, Management and Accounting;0.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0
2012;Warsaw University of Technology;Business, Management and Accounting;6.0;10.0;5.0;10.0;19.354837;32.258064;16.129032;32.258064
2013;Warsaw University of Technology;Business, Management and Accounting;1.0;4.0;2.0;7.0;7.1428576;28.57143;14.285715;50.0
2014;Warsaw University of Technology;Business, Management and Accounting;6.0;7.0;6.0;5.0;25.0;29.166666;25.0;20.833332
2015;Warsaw University of Technology;Business, Management and Accounting;11.0;6.0;6.0;15.0;28.947369;15.789473;15.789473;39.473686
2016;Warsaw University of Technology;Business, Management and Accounting;8.0;2.0;3.0;13.0;30.769232;7.692308;11.538462;50.0
2017;Warsaw University of Technology;Business, Management and Accounting;7.0;7.0;5.0;7.0;26.923079;26.923079;19.23077;26.923079
2018;Warsaw University of Technology;Business, Management and Accounting;8.0;9.0;7.0;7.0;25.80645;29.032257;22.580645;22.580645
2019;Warsaw University of Technology;Business, Management and Accounting;2.0;8.0;7.0;14.0;6.4516125;25.80645;22.580645;45.16129
2020;Warsaw University of Technology;Business, Management and Accounting;17.0;14.0;17.0;19.0;25.373135;20.895523;25.373135;28.35821
2021;Warsaw University of Technology;Business, Management and Accounting;12.0;16.0;16.0;22.0;18.181818;24.242424;24.242424;33.333336
2022;Warsaw University of Technology;Business, Management and Accounting;4.0;15.0;18.0;10.0;8.510638;31.914892;38.297874;21.276596
2023;Warsaw University of Technology;Business, Management and Accounting;6.0;4.0;8.0;8.0;23.076923;15.384616;30.769232;30.769232
2012;Poznan University of Economics and Business;Business, Management and Accounting;5.0;4.0;3.0;6.0;27.777779;22.222223;16.666668;33.333336
2013;Poznan University of Economics and Business;Business, Management and Accounting;7.0;2.0;4.0;19.0;21.875;6.25;12.5;59.375
2014;Poznan University of Economics and Business;Business, Management and Accounting;3.0;5.0;4.0;11.0;13.043478;21.73913;17.391304;47.826088
2015;Poznan University of Economics and Business;Business, Management and Accounting;19.0;9.0;11.0;18.0;33.333336;15.789473;19.298244;31.578945
2016;Poznan University of Economics and Business;Business, Management and Accounting;15.0;10.0;11.0;17.0;28.301886;18.867926;20.754717;32.07547
2017;Poznan University of Economics and Business;Business, Management and Accounting;13.0;20.0;8.0;48.0;14.606741;22.47191;8.988764;53.932583
2018;Poznan University of Economics and Business;Business, Management and Accounting;11.0;13.0;12.0;26.0;17.741936;20.967741;19.354837;41.935482
2019;Poznan University of Economics and Business;Business, Management and Accounting;19.0;12.0;22.0;26.0;24.050634;15.189873;27.8481;32.911392
2020;Poznan University of Economics and Business;Business, Management and Accounting;21.0;24.0;18.0;27.0;23.333334;26.666668;20.0;30.000002
2021;Poznan University of Economics and Business;Business, Management and Accounting;32.0;29.0;19.0;41.0;26.44628;23.966942;15.70248;33.8843
2022;Poznan University of Economics and Business;Business, Management and Accounting;34.0;30.0;18.0;21.0;33.00971;29.126215;17.475729;20.38835
2023;Poznan University of Economics and Business;Business, Management and Accounting;12.0;12.0;3.0;4.0;38.709675;38.709675;9.677419;12.903225
2012;AGH University of Science and Technology;Chemical Engineering;19.0;13.0;16.0;9.0;33.333336;22.807016;28.070175;15.789473
2013;AGH University of Science and Technology;Chemical Engineering;29.0;15.0;30.0;11.0;34.11765;17.647058;35.294117;12.941177
2014;AGH University of Science and Technology;Chemical Engineering;26.0;26.0;30.0;7.0;29.213482;29.213482;33.707867;7.865169
2015;AGH University of Science and Technology;Chemical Engineering;37.0;41.0;42.0;12.0;28.030304;31.060606;31.818182;9.090909
2016;AGH University of Science and Technology;Chemical Engineering;44.0;39.0;49.0;9.0;31.205675;27.659575;34.751774;6.382979
2017;AGH University of Science and Technology;Chemical Engineering;59.0;37.0;61.0;16.0;34.104046;21.387283;35.260117;9.248554
2018;AGH University of Science and Technology;Chemical Engineering;59.0;40.0;58.0;12.0;34.911243;23.66864;34.319527;7.1005917
2019;AGH University of Science and Technology;Chemical Engineering;43.0;58.0;52.0;6.0;27.044025;36.477985;32.704403;3.7735848
2020;AGH University of Science and Technology;Chemical Engineering;42.0;55.0;50.0;5.0;27.631578;36.184208;32.894737;3.2894738
2021;AGH University of Science and Technology;Chemical Engineering;33.0;56.0;39.0;19.0;22.448978;38.095238;26.530611;12.92517
2022;AGH University of Science and Technology;Chemical Engineering;35.0;73.0;57.0;2.0;20.958084;43.712574;34.131737;1.1976049
2023;AGH University of Science and Technology;Chemical Engineering;13.0;31.0;24.0;3.0;18.309858;43.661972;33.802814;4.225352
2012;Białystok University of Technology;Chemical Engineering;2.0;0.0;5.0;5.0;16.666668;0.0;41.666664;41.666664
2013;Białystok University of Technology;Chemical Engineering;3.0;0.0;4.0;2.0;33.333336;0.0;44.444447;22.222223
2014;Białystok University of Technology;Chemical Engineering;9.0;1.0;3.0;3.0;56.25;6.25;18.75;18.75
2015;Białystok University of Technology;Chemical Engineering;8.0;3.0;4.0;3.0;44.444447;16.666668;22.222223;16.666668
